,Titre,Description,URL,Vrai_ou_Faux,Date_Publication,Date_Maj,Auteurs,Site
1159,"Perte de souveraineté, contrainte pour la France… Le vrai du faux du pacte mondial sur les migrations de l’ONU","La France s’apprête à adopter ce texte des Nations unies, dit «le Pacte de Marrakech», Ses opposants craignent, à tort, que la France ne soit plus maître de sa politique migratoire…",https://www.20minutes.fr/monde/2387419-20181205-perte-souverainete-contrainte-france-vrai-faux-pacte-mondial-migrations-onu,Faux,le 05/12/18 à 12h52,le 07/12/18 à 18h12,Mathilde Cousin,20minutes
1160,«Gilets jaunes»: Tour d'horizon des intox et des détournements,"« 20 Minutes » vous aide à y voir plus clair parmi les nombreuses intox, rumeurs et autres détournements autour des « gilets jaunes » alors que la mobilisation se poursuit...",https://www.20minutes.fr/societe/2387511-20181205-gilets-jaunes-tour-horizon-intox-detournements,,le 05/12/18 à 10h16,le 05/12/18 à 11h44,Alexis Orsini,20minutes
1161,"Dépenses, découvert... Ce calcul sur le coût de la vie d'un «gilet jaune» est-il exact?",Un post Facebook dénonce le coût de la vie pour un « gilet jaune » qui gagne 1.200 euros par mois avec une famille à charge...,https://www.20minutes.fr/economie/2387455-20181205-depenses-decouvert-calcul-cout-vie-gilet-jaune-exact,,le 05/12/18 à 08h25,le 05/12/18 à 11h30,Alexis Orsini,20minutes
1162,Deux visages des «gilets jaunes» sont-ils journaliste et salarié d’En Marche?,Deux « gilets jaunes » particulièrement médiatisés sont respectivement accusés d'être journaliste et salarié de La République en marche...,https://www.20minutes.fr/societe/2386711-20181203-deux-visages-gilets-jaunes-journaliste-salarie-marche,,le 03/12/18 à 18h13,le 03/12/18 à 18h14,Alexis Orsini,20minutes
1163,"Dictature en France, violences chez les «gilets jaunes»... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles...,https://www.20minutes.fr/high-tech/2384779-20181201-dictature-france-violences-chez-gilets-jaunes-attention-intox-semaine,Faux,le 01/12/18 à 11h35,le 01/12/18 à 11h35,Alexis Orsini,20minutes
1164,"Non, cette photo ne montre pas des soldats français torturer un civil au-dessus d'un feu au Mali","Une photo virale montrant deux militaires torturer un civil au-dessus d’un feu est authentique, mais sa légende est fausse…",https://www.20minutes.fr/monde/2384707-20181130-non-photo-montre-soldats-francais-torturer-civil-dessus-feu-mali,Faux,le 30/11/18 à 17h07,le 30/11/18 à 17h07,Alexis Orsini,20minutes
1165,La prime de Noël supprimée? C'est une intox,"Cette « actualité » a été créée de toutes pièces par un site sur lequel les internautes peuvent créer leurs propres « blagues »...

 ",https://www.20minutes.fr/societe/2110307-20181130-prime-noel-supprimee-intox,,le 30/11/18 à 11h48,le 30/11/18 à 16h50,Mathilde Cousin,20minutes
1166,"VIDEO. «Gilets jaunes»: Soutien d'un conseil des droits de l'homme, manifestant blessé à la main... Le vrai du faux du mouvement",« 20 Minutes » décrypte des contenus devenus viraux sur les « gilets jaunes »…,https://www.20minutes.fr/societe/2383523-20181129-video-gilets-jaunes-soutien-conseil-droits-homme-manifestant-blesse-main-vrai-faux-mouvement,Faux,le 29/11/18 à 19h33,le 29/11/18 à 19h33,Mathilde Cousin et Alexis Orsini,20minutes
1167,«Gilets jaunes»: Attention à ces détournements d'images de manifestants violentés,Certaines images d'affrontements entre « gilets jaunes » et forces de l'ordre qui circulent sur les réseaux sociaux sont sorties de leur contexte...,https://www.20minutes.fr/societe/2382975-20181128-gilets-jaunes-attention-detournements-images-manifestants-violentes,Faux,le 28/11/18 à 17h28,le 28/11/18 à 17h35,Alexis Orsini,20minutes
1168,VIDEO. «Gilets jaunes»: Un policier a-t-il vraiment publié des vidéos de soutien au mouvement?,"Un homme cagoulé, qui se présente comme un policier, a publié trois vidéos dans lesquelles il encourage ses « collègues » à rejoindre les « gilets jaunes ». Mais les preuves de son appartenance aux forces de l’ordre sont discutables…",https://www.20minutes.fr/societe/2382079-20181128-video-gilets-jaunes-policier-vraiment-publie-videos-soutien-mouvement,,le 28/11/18 à 14h36,le 29/11/18 à 14h32,Mathilde Cousin,20minutes
1169,"Non, un organisateur des «gilets jaunes» n'était pas un casseur à la solde du gouvernement","Dans l'Aisne, un « gilet jaune » qui avait co-organisé un des blocages du 17 novembre est accusé d'être un casseur à la solde du gouvernement...",https://www.20minutes.fr/societe/2382107-20181127-non-organisateur-gilets-jaunes-casseur-solde-gouvernement,Faux,le 27/11/18 à 18h39,le 27/11/18 à 18h39,Alexis Orsini,20minutes
1170,"«Gilets jaunes»: Non, la BBC n'a pas annoncé 300.000 manifestants samedi à Paris","Des internautes affirment, à tort, que le média britannique a annoncé la présence de 300.000 « gilets jaunes » sur les Champs-Elysées samedi dernier…",https://www.20minutes.fr/societe/2381595-20181127-gilets-jaunes-non-bbc-annonce-300000-manifestants-samedi-paris,Faux,le 27/11/18 à 18h13,le 28/11/18 à 10h32,Mathilde Cousin,20minutes
1171,« 20 Minutes » s’engage pour une information fiable : Nos corrections 2019 sur nos articles,"Partisan d’une information accessible au plus grand nombre, « 20 Minutes » s’engage également à rectifier ses erreurs, de manière transparente…",https://www.20minutes.fr/societe/2380983-20181127-20-minutes-engage-information-fiable-corrections-articles,,le 27/11/18 à 10h16,le 05/02/21 à 11h22,Anne Kerloc'h,20minutes
1172,"Emmanuel Macron, président illégitime d’une «dictature»? Une intox Facebook affirme que la France n'a plus de constitution depuis le 1er janvier 2017",Une intox affirme que la France n'a plus de Constitution depuis le 1er janvier 2017 et qu'Emmanuel Macron n'a donc aucune légitimité en tant que président de la République...,https://www.20minutes.fr/politique/2381063-20181126-emmanuel-macron-president-illegitime-dictature-intox-facebook-affirme-france-plus-constitution-depuis-1er-janvier-2017,Faux,le 26/11/18 à 17h10,le 26/11/18 à 17h36,Alexis Orsini,20minutes
1173,"«Gilets jaunes», CRS, Black Friday... ​Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles...,https://www.20minutes.fr/arts-stars/web/2379231-20181124-gilets-jaunes-crs-black-friday-attention-intox-semaine,Faux,le 24/11/18 à 11h35,le 24/11/18 à 11h35,Alexis Orsini,20minutes
1174,"VIDEO. A La Réunion, le prix du carburant est en grande partie fixé par l'Etat",L'île est secouée depuis le 17 novembre par un mouvement de protestation contre le prix du carburant. Celui-ci obéit à des règles différentes de celle de la métropole et l'Etat y joue un rôle important...,https://www.20minutes.fr/societe/2378983-20181124-video-reunion-prix-carburant-grande-partie-fixe-etat,,le 24/11/18 à 08h21,le 27/11/18 à 10h37,Mathilde Cousin,20minutes
1175,"Non, 11.500 CRS ne vont pas protéger Emmanuel Macron contre les «gilets jaunes»",Une rumeur sans fondement affirme que 51 CRS (compagnies républicaines de sécurité) seront mobilisées à Paris le 24 novembre pour protéger Emmanuel Macron des « gilets jaunes »…,https://www.20minutes.fr/societe/2379111-20181123-non-11500-crs-vont-proteger-emmanuel-macron-contre-gilets-jaunes,Faux,le 23/11/18 à 16h58,le 23/11/18 à 18h15,Thibaut Chevillard et Alexis Orsini,20minutes
1176,Quand l’armée française est ciblée par des intox autour des «gilets jaunes»,Plusieurs intox liant l'armée française aux «gilets jaunes» rencontrent un grand succès sur les réseaux sociaux...,https://www.20minutes.fr/societe/2378395-20181122-quand-armee-francaise-ciblee-intox-autour-gilets-jaunes,,le 22/11/18 à 18h36,le 23/11/18 à 15h12,Alexis Orsini,20minutes
1177,«Gilets jaunes»: Attention à ces photos qui détournent Mai-68 sur Facebook,Plusieurs photos présentées comme montrant Mai-68 ont été détournées depuis le début du mois sur Facebook. Elles ont connu un regain de popularité avec le mouvement des « gilets jaunes »…,https://www.20minutes.fr/high-tech/2377007-20181122-gilets-jaunes-attention-photos-detournent-mai-68-facebook,Faux,le 22/11/18 à 09h41,le 22/11/18 à 10h05,Mathilde Cousin,20minutes
1178,"La panne de Facebook, une «censure» déguisée des «gilets jaunes»? Gare à l'intox",De nombreux internautes sont convaincus que la panne subie par Facebook mardi 20 novembre était un moyen de censurer le mouvement des « gilets jaunes » à la demande de l'Elysée...,https://www.20minutes.fr/high-tech/2377371-20181121-panne-facebook-censure-deguisee-gilets-jaunes-gare-intox,,le 21/11/18 à 17h33,le 21/11/18 à 19h35,Alexis Orsini,20minutes
1179,«Gilets jaunes»: Non un élu en fauteuil roulant n'a pas été frappé par les CRS à Quimper,Une vidéo montrant la prétendue agression a été largement relayée sur les réseaux sociaux...,https://www.20minutes.fr/societe/2376947-20181121-gilets-jaunes-non-elu-fauteuil-roulant-frappe-crs-quimper,,le 21/11/18 à 10h22,le 21/11/18 à 14h10,C.A.,20minutes
1180,"Carburant, médecin... Attention à ces chiffres sur les impôts et les taxes payés par les Français",Un tract abondamment partagé sur Facebook et intitulé « la taxation du carburant n’est pas le seul problème » dénonce différents impôts et taxes...,https://www.20minutes.fr/economie/2376467-20181120-carburant-medecin-attention-chiffres-impots-taxes-payes-francais,Faux,le 20/11/18 à 18h35,le 20/11/18 à 18h35,Mathilde Cousin et Alexis Orsini,20minutes
1181,"«Gilets jaunes»: Non, BFMTV n'a pas annoncé «12 morts légers»",Un photomontage créé par le site parodique Nordpresse a été sorti de son contexte sur les réseaux sociaux...,https://www.20minutes.fr/high-tech/2376395-20181120-gilets-jaunes-non-bfmtv-annonce-12-morts-legers,Faux,le 20/11/18 à 16h48,le 20/11/18 à 16h48,M.Co.,20minutes
1182,"Soutien de Jean-Pierre Pernaut, Clermont-Ferrand… Retour sur cinq détournements photo autour des «gilets jaunes»","Sur les réseaux sociaux, plusieurs photos sont détournées de leur contexte pour les relier au mouvement des « gilets jaunes »... ",https://www.20minutes.fr/societe/2375671-20181119-soutien-jean-pierre-pernaut-clermont-ferrand-retour-cinq-detournements-photo-autour-gilets-jaunes,Faux,le 19/11/18 à 18h14,le 28/11/18 à 09h48,Alexis Orsini,20minutes
1183,VIDEO. Une journaliste de France 3 a-t-elle été «censurée» pendant un direct sur les «gilets jaunes»?,"France 3 Nouvelle-Aquitaine est accusé par de nombreux internautes d'avoir censuré un direct réalisé auprès de « gilets jaunes », samedi 17 novembre...",https://www.20minutes.fr/societe/2375455-20181119-video-journaliste-france-3-censuree-pendant-direct-gilets-jaunes,,le 19/11/18 à 15h05,le 19/11/18 à 15h38,Alexis Orsini,20minutes
1184,"Oiseaux tués par la 5G, fête des mères supprimée... Attention aux intox de la semaine",Soyez forts contre les fausses nouvelles...,https://www.20minutes.fr/arts-stars/web/2373803-20181117-oiseaux-tues-5g-fete-meres-supprimee-attention-intox-semaine,Faux,le 17/11/18 à 11h35,le 17/11/18 à 11h35,Alexis Orsini,20minutes
1185,Christophe Castaner a-t-il vraiment posé torse nu pour une photo « kéké » ?,"Un post Facebook fustige l'ancienne proximité du ministre de l'Intérieur, Christophe Castaner, avec la pègre marseillaise, tout en relayant une photo de lui torse nu...",https://www.20minutes.fr/politique/2373667-20181116-christophe-castaner-vraiment-pose-torse-nu-photo-keke,,le 16/11/18 à 16h26,le 18/01/19 à 12h48,Alexis Orsini,20minutes
1186,Blocage des «Gilets jaunes»: marcher en boucle autour d'un rond-point permet-il de bloquer la route en «toute légalité»?,"Sur les réseaux sociaux, certains « gilets jaunes » relayent une technique qui permettrait de bloquer les ronds-points en tant que piéton sans risquer d'infraction...",https://www.20minutes.fr/societe/2373535-20181116-blocage-gilets-jaunes-marcher-boucle-autour-rond-point-permet-bloquer-route-toute-legalite,,le 16/11/18 à 16h18,le 16/11/18 à 22h30,Alexis Orsini,20minutes
1187,"Non, Emmanuel Macron ne va pas supprimer la fête des mères",Un canular d'un site douteux est partagé sur Facebook...,https://www.20minutes.fr/societe/2372563-20181116-non-emmanuel-macron-va-supprimer-fete-meres,Faux,le 16/11/18 à 08h05,le 16/11/18 à 08h05,M.Co.,20minutes
1188,Des migrants qui « envahissent » la gare du Nord ? Gare au détournement d’une vidéo de manifestation,"Une vidéo qui circule depuis plusieurs mois prétend montrer « l’invasion » de la gare du Nord, à Paris, par des migrants…",https://www.20minutes.fr/societe/2372859-20181115-migrants-envahissent-gare-nord-gare-detournement-video-manifestation,,le 15/11/18 à 17h35,le 15/11/18 à 17h35,Alexis Orsini,20minutes
1189,"Non, la France ne va pas supprimer les visas à des pays africains en échange de ressources naturelles",Un site peu sérieux soutient à tort que la France veut suspendre la procédure de demande de visas pour les ressortissants de six pays africains en échange de ressources naturelles...,https://www.20minutes.fr/monde/2372547-20181115-non-france-va-supprimer-visas-pays-africains-echange-ressources-naturelles,Faux,le 15/11/18 à 17h15,le 15/11/18 à 17h15,Mathilde Cousin,20minutes
1190,"Vin: La France applique-t-elle vraiment des droits de douane plus élevés que ceux des Etats-Unis, comme le soutient Trump?","Le président américain a accusé la France de pratiquer des tarifs douaniers élevés sur le vin, alors que son pays appliquerait des droits de douane moins élevés. Globalement, les Américains appliquent des tarifs un peu moins élevés que ceux pratiqués par l’UE….",https://www.20minutes.fr/monde/2371715-20181114-vin-france-applique-vraiment-droits-douane-plus-eleves-ceux-etats-unis-comme-soutient-trump,,le 14/11/18 à 18h58,le 15/11/18 à 09h39,Mathilde Cousin,20minutes
1191,Protège-t-on mieux les oiseaux en coupant l’anneau des bouteilles plastiques?,Une publication Facebook très partagée conseille de découper l'anneau présent autour des bouchons de bouteilles en plastique pour éviter de blesser les oiseaux...,https://www.20minutes.fr/planete/2372091-20181114-protege-mieux-oiseaux-coupant-anneau-bouteilles-plastiques,,le 14/11/18 à 18h25,le 14/11/18 à 18h25,Alexis Orsini,20minutes
1192,Royaume-Uni: Pourquoi un spot sur l'huile de palme a-t-il été interdit à la télé britannique?,La chaîne de supermarchés britanniques « Iceland » s'est émue d'une interdiction d'une de ses publicités sur l'huile de palme. La vidéo ne respecte tout simplement pas les critères fixés par les régulateurs britanniques...,https://www.20minutes.fr/monde/2370727-20181113-royaume-uni-pourquoi-spot-huile-palme-interdit-tele-britannique,,le 13/11/18 à 18h25,le 14/11/18 à 09h32,Mathilde Cousin,20minutes
1193,Des oiseaux ont-ils été tués par un essai du réseau 5G ?,"La mort d'une centaine d'oiseaux dans un parc de La Haye (Pays-Bas) aurait été provoquée par un essai du réseau 5G, selon une rumeur en vogue...",https://www.20minutes.fr/planete/2371059-20181113-oiseaux-tues-essai-reseau-5g,,le 13/11/18 à 17h50,le 15/11/18 à 17h41,Alexis Orsini,20minutes
1194,Attention à cette vidéo des «pompiers de Paris en colère»... tournée à Lyon,Une vidéo Facebook virale censée montrer les pompiers de Paris en train de manifester a en réalité été tournée à Lyon...,https://www.20minutes.fr/societe/2369987-20181113-attention-video-pompiers-paris-colere-tournee-lyon,Faux,le 13/11/18 à 17h47,le 13/11/18 à 17h47,Alexis Orsini,20minutes
